JetBrains/xodus,fc3d8370cd5ab3c52577f24ceb87baafae7d8e42,2020-07-24 17:27:05
UniTime/unitime,fbe286c20625165091e4fc1eae149473a0d5c592,2020-08-03 22:21:14
scylladb/scylla-tools-java,aa7898d771187e260baa6beec56470b18323efd7,2020-07-29 12:43:57
lumannnn/AudioRacer,36bbcf2266eeaecd636e2e042b8b64220c8e8af3,2014-02-27 17:05:11
polyglot-compiler/polyglot,3ff2eb01acb952d524c7de2b7f2c1a6d875d6f6d,2019-03-05 11:27:15
DigitalPebble/storm-crawler,a03e063eca8bb9d62cc5b7334bb3e32e70c16b03,2020-07-20 15:06:11
INRIA/spoon,0bb27f2301a2a76ba1dae11de9964c15e51d42b9,2020-08-03 07:17:40
MaTriXy/Paginize,1442752e05e6e5b5ea3f9140350fa35d24ec3515,2017-04-13 20:14:43
diffplug/goomph,af7648f6e4a489748f6b118b506e5fb9eb38372a,2020-06-17 10:59:43
ilscipio/scipio-erp,dcd82d916dcb90769d74dea2c02ef75b2293d7ce,2020-07-06 16:16:45
adamretter/exist,87b9244abc8f89ed3033ae9485c72acbb600c38d,2020-07-31 14:15:05
spring-projects/spring-boot,dac63fc3e52ecb36677965b97b96ebbf1a7871c8,2020-08-06 15:50:51
IronTeaPot/react-native-charts-wrapper,c3e70d072de56b1747ac9fa2fe77335c1c08f4e2,2018-02-28 20:10:54
sebastiaanschool/sebastiaanschool-Android,5a8f34bc3da161424b01c81a2d5a6bd27c2af4a8,2017-04-11 10:51:28
doe300/jactiverecord,56a2f7ae91553a73966bf13b23e4918d6d0e8bea,2017-07-23 17:59:44
aviaryan/PopularMovies,ac0c3aa3c6847eff71016dc76d36c136c116a5d6,2016-02-20 02:14:13
vr100/github-api,53f7a0f78a02f3e451bd206804d5335bcc711615,2014-05-28 12:41:19
fertrist/mishpaha-project-backend,772cd86edd512ff27d8bc1b6a1e2f919adefe370,2016-06-15 13:16:38
NightWhistler/PageTurner,403ac5a03fc3a9a672b298c74d529081e0b320ac,2015-10-11 19:45:12
andrewphorn/ClassiCube-Client,638ece305bdbd783e4c326011dd1446c737b536f,2015-08-12 16:41:30
starlightknight/jpcsp,29999e9af6f05b2e4bc60465d404e20a5e21f030,2020-08-06 19:16:19
sosy-lab/java-smt,3cfaed923e7af9317e883261ef5a904aef02fc2a,2020-07-31 14:53:15
JetBrains/MPS,25c9de8c91c5f466e497d47d134f92b7024d9a78,2020-06-04 14:31:18
palantir/atlasdb,3290b9f6b2ae720f1d2733bb65c6d72c025d103d,2020-07-29 17:29:52
PreibischLab/BigStitcher,c2ddd7beb40b71b028bf6ef20afd541eedddb706,2020-07-29 14:27:28
piotr-rusin/yule,a9f60acd3f2402076e18d4236b5c1bfd3b9670aa,2018-04-10 19:15:05
abarisain/dmix,790ad2d4387e5c750e8dcfb3feb4ff343f2a8afb,2019-10-25 12:27:42
TheHolyWaffle/TeamSpeak-3-Java-API,68807a93de23cd3fde1efdf36c29823992fd72ce,2019-04-15 22:18:41
apache/cloudstack,bf70566c2c5b4abb423b603daeaf738833ee6872,2022-02-02 17:30:21
google/flogger,5e41099b99ed1b089e1accdae4e26a365bca9ad9,2021-12-20 13:08:16
apache/kafka,21c3009ac12f79d01daa073ed104956e3f7ff04a,2022-02-03 17:59:12
xwiki/xwiki-platform,dbfb205266379e8cd06224daf8321437502bae25,2020-08-04 11:02:54
libbun/libbun,7d6df79241b29eb2a2d3a6f762b793f782078fe8,2014-05-14 04:35:30
crossminer/scava,8b8b093bf3d9130b5e90db449823eb540037f0e0,2019-10-07 21:41:02
apache/bookkeeper,b96a5a75403f3260b564ca8c5d5889af51fe9872,2020-07-27 15:06:29
thinkaurelius/titan,ee226e52415b8bf43b700afac75fa5b9767993a5,2015-12-03 05:40:44
Unidata/IDV,3c4e7a21de10917eab4241908d97ac7fe57704aa,2020-07-28 13:17:32
yuriykulikov/AlarmClock,916f9d39241878c61091656ef29043421293d5fe,2020-07-11 18:31:27
vividus-framework/vividus,00efe48704c26e4002a0b6e43f45b0fc09190c13,2020-08-03 13:42:13
SimpleServer/SimpleServer,62e4bb24af1b69b62afc7010075eca93eb793a41,2013-10-06 09:13:17
rstudio/rstudio,6adbca1ac4da3079f4de1b8d450182ce51359191,2020-08-04 10:19:24
CyanogenMod/android_frameworks_base,9d37d587aa2285513957fb204ce98856eafe797d,2016-12-12 21:02:41
siemens/JMiniZinc,010d756be9fa34dc42d61910c65a5428f7125787,2020-02-04 15:08:02
cryptomator/dokany-nio-adapter,76788980c42fb653a767a5c9d516fdaafd2de737,2021-11-15 16:10:38
structr/structr,eab9c15b89ea9f58cf50353e349e7ffe9fe70bbd,2020-08-03 16:30:58
jiangxincode/Emma,1a02553a601f4808e885d9a189550b3d796f14bb,2019-05-26 14:04:34
clebertsuconic/activemq-artemis,a7aafc0ab4c027e0739b6320422f4e2cc041b264,2020-07-07 15:26:35
Sable/soot,3e9684eeac5611c4baed73eefb1738383063db6c,2020-07-16 16:01:29
DanVanAtta/triplea,7c3b1bf5a97624aa8e60c2fea647fc5d480d0bce,2020-04-13 22:00:39
open-keychain/open-keychain,61892a65703fe29c916b873e54b1b38a201d72df,2020-05-31 13:28:28
SupunArunoda/CPACEP,f4633e8dc443a59c62ea8f76434012546837439e,2018-07-14 12:29:59
eskalon/ProjektGG,b510893c8622c19e0ca48f2a69fccbcb048b1033,2020-08-03 21:28:39
garbagemule/MobArena,b0969c655c2d78d18fe71ecd035ec3e4b60e47dc,2020-07-28 09:45:18
Wadeck/gitlab-oauth-plugin,15945211221c8f4414e1d20ca54dd3a881efd316,2018-07-30 06:21:44
stephengold/Maud,9a69b773373f7e2adfa1b00375df317b7252b1e8,2020-07-28 13:23:01
nickvandewiele/RMG-Java,ab52dddc47cf8abb7aa0ded3db1a79745ea30009,2014-07-01 11:32:24
openmicroscopy/bioformats,68b39e3278d989ae4b559e2de463f3ddc326bbc0,2020-07-31 16:26:07
jaamsim/jaamsim,5999ca25a79748fc063c8d55a3b74ef66f703e8b,2020-07-15 16:11:40
christ66/git-plugin,fc65311b728d1c514beae8bc97e539eb214d3776,2016-08-19 06:12:34
huanghongxun/HMCL,00b945f6e30eb75441db58f95f613e94abcd8f03,2020-08-01 15:08:12
BenzoRoms/packages_providers_TelephonyProvider,4e777c49cfb1e9e7fa567c4c27aa7d19b93f663b,2015-10-30 09:26:09
oVirt/ovirt-engine,8f4b6ff7129bda1762bf4cacacb745f1cc405d3f,2020-07-13 10:06:50
georchestra/georchestra,3a4a2ef0ac462b0bb5d4c5552d74f313972e7c04,2020-08-05 06:38:47
tswift242/tetris,f0dee5bbb2ea45e0f3ac413729755445953b46cd,2015-03-01 20:24:07
mtaylor/activemq-artemis,14861dbc7de92f765e74de38b362a5518a09b3d3,2017-03-13 13:09:15
prestodb/presto,e12f5f4b264ea29c0638a2db80c6e8b1f263b44b,2020-08-03 18:10:20
crate/crate,ca109c1d8c0f603054d7953b467d11c3347f78f6,2020-08-04 08:40:27
computationalcore/smartcoins-wallet,690ed7c9c5e5d99966483e532cafe151ad5aea55,2017-08-18 04:03:15
